id,cart_id,product_id,quantity,created_at
a849ed0ecbd2d1466784d300,3ca36675264a9728,187,1,2024-10-12 00:16:51.864074+00
b12bfda3cd88be3ae30c538c,3ca36675264a9728,67,7,2024-10-27 08:13:38.254601+00
2a8c6632651e7ce67e3d62fb,3ca36675264a9728,123,7,2024-11-06 03:29:45.853771+00
ff6c445a78982e53bd36a5de,b3cf72a72ede8c2f,187,9,2024-10-14 18:27:19.318075+00
79c9ef4c9385b6841c8ba3f3,b3cf72a72ede8c2f,67,9,2024-10-13 17:22:49.881123+00
0ee4fbff4242aa8675698390,b3cf72a72ede8c2f,123,6,2024-10-23 23:46:02.95256+00
b1c6b7ca7e59cf277c9b5332,805f2fb8078f8d84,187,10,2024-10-28 06:43:20.687277+00
bb292c258186818e3f558669,805f2fb8078f8d84,67,10,2024-11-08 06:46:29.664119+00
05b7c4fd2018adb365018689,805f2fb8078f8d84,123,6,2024-10-27 01:36:24.331339+00
5690f803019b6be490ed1546,a60ec36208cf806a,187,7,2024-11-05 09:36:59.289652+00
f16aa7449723c68f0206d065,a60ec36208cf806a,67,4,2024-10-22 14:07:58.491724+00
23c1b6b0d600011b4ce07133,a60ec36208cf806a,123,8,2024-11-02 12:52:27.788978+00
b537ee2ee2716bc715df8951,57e9f857cbbbec6b,187,10,2024-10-17 17:13:54.301017+00
a1cf4e96811bd7371b9a8980,57e9f857cbbbec6b,67,2,2024-10-22 04:46:28.707166+00
db905dc24b4f2ce08401ec23,57e9f857cbbbec6b,123,3,2024-10-18 21:29:38.601546+00
bedfc4cec205b5f8ea98c097,c9c7168da3a37503,187,10,2024-10-15 16:33:19.25176+00
cc5f51e292a41a318cf6a882,c9c7168da3a37503,67,1,2024-10-11 07:22:18.151549+00
39a6ea725682abd64388599b,c9c7168da3a37503,123,1,2024-10-27 06:49:20.039909+00
91ce058cf02c10887d76e5b6,aff74d015a7cee00,187,5,2024-11-05 19:02:04.722246+00
d358b508b3ce55f3f2d6ba64,aff74d015a7cee00,67,2,2024-10-31 16:12:45.521916+00
132db3ed8daa0caa61e16701,aff74d015a7cee00,123,4,2024-10-18 11:34:39.269459+00
1e7507c16ab884d3abd9f02d,ddfc960b0ef1bb93,187,9,2024-10-11 12:32:59.67148+00
6b2fc674736be26ffd32b52c,ddfc960b0ef1bb93,67,10,2024-10-18 02:21:23.291853+00
0b8d8b45782f07514923dd01,ddfc960b0ef1bb93,123,2,2024-10-24 18:49:48.540583+00
aa3f25bce8bbad3519c1119b,20c8a932b914044f,187,1,2024-10-24 18:42:29.856126+00
eba692c88fe6854bc3c06b20,20c8a932b914044f,67,10,2024-10-11 10:55:38.979055+00
99723eeb8e45018eec33f907,20c8a932b914044f,123,7,2024-11-06 01:43:12.763908+00
0a384512e1c324174dd2273f,5c1cc95d9ae58386,187,3,2024-11-01 17:24:53.424259+00
f40fda6eb5c35933ebc60264,5c1cc95d9ae58386,67,6,2024-10-30 02:26:35.446869+00
e7f395d52cdb179e07692b93,5c1cc95d9ae58386,123,3,2024-10-12 07:03:59.300278+00
8d082599a0f0a6b6a9bcb1e1,f466bbad0f123ce8,187,3,2024-10-25 00:19:02.526354+00
ac0354b15d5f71ac5b0b45c3,f466bbad0f123ce8,67,5,2024-10-19 18:55:41.659644+00
a95bc4f610cc40ffb316effc,f466bbad0f123ce8,123,1,2024-10-13 07:04:00.718474+00
ae055d6d4452308fae157524,010a3aae2ac64c6b,187,6,2024-11-09 11:22:41.701449+00
118ecf305d1a9b581b850257,010a3aae2ac64c6b,67,1,2024-10-14 14:18:24.149259+00
f937bff22b5cfa8f185dc270,010a3aae2ac64c6b,123,10,2024-10-30 10:23:14.638222+00
8bd4b33fd5df938741920f13,9b7613117494766c,187,5,2024-11-04 21:17:57.622679+00
001903ce15560bafedbae5e4,9b7613117494766c,67,10,2024-10-11 07:06:28.763131+00
0f7a5f434687afd03bb4d5a7,9b7613117494766c,123,9,2024-11-06 05:11:17.292014+00
1dd3a6ae56f309c0003d2cdc,2fb8a0eb7a259cc5,187,9,2024-11-01 13:03:43.772989+00
3eee82afd419021177c0d2e0,2fb8a0eb7a259cc5,67,5,2024-10-15 05:45:12.458565+00
4aa53e80e2eacc1feba21a34,2fb8a0eb7a259cc5,123,4,2024-10-26 01:30:04.549829+00
8f7429876de127e4eba8ba8d,1f637a527a524632,187,3,2024-10-21 10:57:06.286207+00
5cd0aa2b157e6b306f8286fb,1f637a527a524632,67,6,2024-10-22 02:56:09.529048+00
705887f3d7efd7decca5068f,1f637a527a524632,123,5,2024-10-14 14:33:01.479818+00
c3246b0799523cb3578540e4,2b66b3d06ee7da5d,187,10,2024-10-13 23:01:01.745008+00
de31bc40b26b3d4ec6c71381,2b66b3d06ee7da5d,67,7,2024-10-24 06:47:40.79071+00
7bd4440ee80e41847a049a41,2b66b3d06ee7da5d,123,8,2024-10-11 18:18:51.869088+00
610742ee9113f74353c4831c,da179c86fe63501d,187,9,2024-11-08 09:40:09.882828+00
ef44db5bdc17badf7544aa31,da179c86fe63501d,67,4,2024-10-11 18:15:02.597168+00
97faeadc99fb459168778d6a,da179c86fe63501d,123,9,2024-10-23 05:51:40.595606+00
93e1dac36bd93011da6ef41e,38f5329d3d89d614,187,6,2024-11-02 19:39:32.31668+00
8ddbce04c07a33602b61020f,38f5329d3d89d614,67,2,2024-10-20 03:18:51.991023+00
b0d7b81f5077a5cf1773b782,38f5329d3d89d614,123,3,2024-10-15 19:20:55.968931+00
80da23c0afe1e172254bf3e5,ab2c14352c6fcca0,187,3,2024-11-02 23:05:03.926561+00
480c24872c6de1b20efb138d,ab2c14352c6fcca0,67,5,2024-11-05 17:57:22.158236+00
024c6f1e18ae4bce88ec224d,ab2c14352c6fcca0,123,5,2024-10-28 23:44:27.179943+00
a96d5d3a2fe6d10c9d7d0db3,09e91ff6d08bcfa4,187,4,2024-11-05 23:53:39.261998+00
5b09ce289368b7607c4bf4ad,09e91ff6d08bcfa4,67,8,2024-11-05 08:49:45.29185+00
6e1178179bb8fd5837f4c936,09e91ff6d08bcfa4,123,7,2024-10-19 17:00:12.726027+00
25bef2b11225853e2b1d159c,31401d2f56e400e2,187,9,2024-11-02 15:12:03.959884+00
d02422b2a072579b71e39460,31401d2f56e400e2,67,7,2024-11-02 13:29:57.711849+00
ca9819180925185933769970,31401d2f56e400e2,123,1,2024-11-05 18:35:17.982901+00
e7a25da517166392710db1d6,4fa76305a4c1032e,187,3,2024-11-05 04:24:51.250938+00
075cdfbc142825f510898be5,4fa76305a4c1032e,67,6,2024-10-22 10:02:30.299255+00
85f0fa6b5d47f7082a9ed033,4fa76305a4c1032e,123,7,2024-10-12 15:10:39.614294+00
305526d48f3aa82f4bafc8e5,d0434046db0a2a84,187,7,2024-10-15 14:53:14.48584+00
efe25356e220539920598cb9,d0434046db0a2a84,67,6,2024-10-26 09:21:18.01625+00
7f8b4edeef373da411a41b9d,d0434046db0a2a84,123,5,2024-10-18 12:42:52.236815+00
516db14abc5808394f70177d,e22d1a929d075b6d,187,6,2024-11-03 14:30:35.150019+00
1a73f72e75e06deceee7da00,e22d1a929d075b6d,67,8,2024-10-10 16:46:03.267921+00
863c045c13763b103f4d31cc,e22d1a929d075b6d,123,6,2024-10-31 10:54:32.359609+00
13b8c766ccfb2632badea35c,6dd515fb0a1fab7a,187,10,2024-10-31 23:56:11.597246+00
39a29860289ae039cd65da3c,6dd515fb0a1fab7a,67,4,2024-10-24 13:31:26.013218+00
27c350e95e787695efacabce,6dd515fb0a1fab7a,123,6,2024-11-06 22:13:25.620526+00
efd4f08b3413d50abf1a35dd,1a377dc65942c254,187,1,2024-10-14 08:06:05.982025+00
70b0edaec5728610d63d854c,1a377dc65942c254,67,4,2024-11-04 22:02:05.779352+00
d6f6d9d839b06751053316ae,1a377dc65942c254,123,2,2024-11-05 22:37:57.882777+00
54370b47cbb90af7099376fd,a8723403ea440470,187,5,2024-11-07 01:20:17.76126+00
dabe3d08cc6fd899a51fd69f,a8723403ea440470,67,9,2024-10-23 18:19:49.350862+00
